0.334, 0.137, 0.122, 0.000, 0.075
0.291, 0.096, 0.122, 0.000, 0.072
0.286, 0.095, 0.119, 0.000, 0.070
0.287, 0.096, 0.119, 0.000, 0.070
0.297, 0.107, 0.119, 0.000, 0.071
0.307, 0.112, 0.126, 0.000, 0.070
0.316, 0.111, 0.133, 0.000, 0.072
0.321, 0.112, 0.134, 0.000, 0.074
0.323, 0.113, 0.135, 0.000, 0.074
